Site,Date,Latitude,Longitude,Project,Depth,Rep,Type,DOC,DOCFlag,POC,POCFlag,POC2,POC2Flag,NO3,NO3Flag,NH3,NH3Flag,TDN,TDNFlag,PON,PONFlag,PON2,PON2Flag,SRP,SRPFlag,TDP,TDPFlag,PP,PPFlag,TP,TPFlag,SRSi,SiFlag,Chl,ChlFlag,Chl2,Chl2Flag,Phyco,PhycoFlag,TSS,TSSFlag
6a,7/20/2021,46.9386,-90.9313,BRICO,0,1,Lake,163,none,31.9,none,NA,none,17.3,none,0.148,none,22.8,none,2.74,none,NA,none,0.08,none,0.135,none,0.185,none,0.224,none,48.6,none,1.52,none,NA,none,NA,none,NA,none
6a,7/20/2021,46.9386,-90.9313,BRICO,0,2,Lake,155,none,31.5,none,NA,none,NA,none,NA,none,23.3,none,2.54,none,NA,none,NA,none,NA,none,0.188,none,NA,none,NA,none,1.46,none,NA,none,NA,none,NA,none
6b,7/20/2021,46.9486,-90.936,BRICO,0,1,Lake,135,none,15.4,none,NA,none,23.5,none,0.473,none,28.3,none,1.42,none,NA,none,0.039,none,0.07,none,0.033,none,0.107,none,35.8,none,0.827,none,NA,none,NA,none,NA,none
6b,7/20/2021,46.9486,-90.936,BRICO,0,2,Lake,138,none,14.2,none,NA,none,NA,none,NA,none,28,none,1.23,none,NA,none,NA,none,NA,none,0.032,none,NA,none,NA,none,0.842,none,NA,none,NA,none,NA,none
7a,7/20/2021,46.9356,-90.8303,BRICO,0,1,Lake,150,none,24.9,none,NA,none,22,none,0.388,none,26.9,none,2.12,none,NA,none,0.065,none,0.08,none,0.086,none,0.188,none,34.8,none,1.03,none,NA,none,NA,none,NA,none
7a,7/20/2021,46.9356,-90.8303,BRICO,0,2,Lake,151,none,24,none,NA,none,NA,none,NA,none,25.6,none,2.13,none,NA,none,NA,none,NA,none,0.089,none,NA,none,NA,none,1.07,none,NA,none,NA,none,NA,none
7b,7/20/2021,46.945,-90.8151,BRICO,0,1,Lake,147,none,13.1,none,NA,none,24.4,none,0.337,none,28.7,none,1.23,none,NA,none,0.045,none,0.073,none,0.031,none,0.125,none,39.5,none,0.816,none,NA,none,NA,none,NA,none
7b,7/20/2021,46.945,-90.8151,BRICO,0,2,Lake,143,none,14.1,none,NA,none,NA,none,NA,none,28.1,none,1.07,none,NA,none,NA,none,NA,none,0.036,none,NA,none,NA,none,0.857,none,NA,none,NA,none,NA,none
8a,7/20/2021,46.8832,-90.7713,BRICO,0,1,Lake,160,none,47.1,none,NA,none,19.8,none,0.287,none,24.2,none,4.02,none,NA,none,0.059,none,0.151,none,0.386,none,0.346,none,34.6,none,1.72,none,NA,none,NA,none,NA,none
8a,7/20/2021,46.8832,-90.7713,BRICO,0,2,Lake,148,none,49.2,none,NA,none,NA,none,NA,none,24.3,none,4.16,none,NA,none,NA,none,NA,none,0.316,none,NA,none,NA,none,1.69,none,NA,none,NA,none,NA,none
8b,7/20/2021,46.8747,-90.7537,BRICO,0,1,Lake,129,none,14.4,none,NA,none,23.8,none,0.111,none,26.8,none,1.12,none,NA,none,0.051,none,0.083,none,0.033,none,0.138,none,35.3,none,0.929,none,NA,none,NA,none,NA,none
8b,7/20/2021,46.8747,-90.7537,BRICO,0,2,Lake,129,none,14.6,none,NA,none,NA,none,NA,none,26.3,none,1.34,none,NA,none,NA,none,NA,none,0.033,none,NA,none,NA,none,0.884,none,NA,none,NA,none,NA,none
9a,7/20/2021,46.7341,-90.8763,BRICO,0,1,Lake,108,none,19.5,none,NA,none,19.6,none,0.143,none,19,none,1.89,none,NA,none,0.144,none,0.276,none,0.149,none,0.233,none,53.1,none,0.797,none,NA,none,NA,none,NA,none
9a,7/20/2021,46.7341,-90.8763,BRICO,0,2,Lake,106,none,20.5,none,NA,none,NA,none,NA,none,19.4,none,1.92,none,NA,none,NA,none,NA,none,0.167,none,NA,none,NA,none,0.812,none,NA,none,NA,none,NA,none
CB1,7/20/2021,46.5974,-90.9135,BRICO,0,1,Lake,134,none,47.5,none,NA,none,13.2,none,0.713,none,17.8,none,5.77,none,NA,none,0.052,none,0.141,none,0.359,none,0.401,none,31.3,none,4.21,none,NA,none,NA,none,NA,none
CB1,7/20/2021,46.5974,-90.9135,BRICO,0,2,Lake,125,none,47.7,none,NA,none,NA,none,NA,none,17.7,none,5.76,none,NA,none,NA,none,NA,none,0.333,none,NA,none,NA,none,2.87,none,NA,none,NA,none,NA,none
CB10,7/20/2021,46.7214,-90.8439,BRICO,0,1,Lake,119,none,18.1,none,NA,none,22.4,none,0.093,none,25.8,none,1.95,none,NA,none,0.047,none,0.087,none,0.034,none,0.01,none,29.6,none,0.873,none,NA,none,NA,none,NA,none
CB10,7/20/2021,46.7214,-90.8439,BRICO,0,2,Lake,117,none,15.8,none,NA,none,NA,none,NA,none,25.3,none,1.57,none,NA,none,NA,none,NA,none,0.039,none,NA,none,NA,none,0.903,none,NA,none,NA,none,NA,none
CB11,7/20/2021,46.7463,-90.8197,BRICO,0,1,Lake,117,none,18.5,none,NA,none,17.9,none,0.088,none,25.8,none,1.79,none,NA,none,0.041,none,0.064,none,0.069,none,0.086,none,33,none,0.989,none,NA,none,NA,none,NA,none
CB11,7/20/2021,46.7463,-90.8197,BRICO,0,2,Lake,122,none,19.2,none,NA,none,NA,none,NA,none,25.6,none,1.7,none,NA,none,NA,none,NA,none,0.089,none,NA,none,NA,none,0.884,none,NA,none,NA,none,NA,none
CB3,7/20/2021,46.6219,-90.9009,BRICO,0,1,Lake,124,none,33.1,none,NA,none,15.9,none,0.253,none,21.1,none,3.88,none,NA,none,0.056,none,0.28,none,0.136,none,0.19,none,18.4,none,2.61,none,NA,none,NA,none,NA,none
CB3,7/20/2021,46.6219,-90.9009,BRICO,0,2,Lake,125,none,34.4,none,NA,none,NA,none,NA,none,20.8,none,3.89,none,NA,none,NA,none,NA,none,0.138,none,NA,none,NA,none,2.62,none,NA,none,NA,none,NA,none
Amnicon 2a,7/21/2021,46.6957,-91.8586,BRICO,0,1,Lake,138,none,27,none,NA,none,24.5,none,0.293,none,28.2,none,1.6,none,NA,none,0.018,none,0.058,none,0.202,none,0.192,none,39.5,none,0.265,none,NA,none,NA,none,5.5,none
Amnicon 2a,7/21/2021,46.6957,-91.8586,BRICO,0,2,Lake,151,none,25.7,none,NA,none,NA,none,NA,none,28.5,none,1.5,none,NA,none,NA,none,NA,none,0.169,none,NA,none,NA,none,0.252,none,NA,none,NA,none,NA,none
Amnicon 2b,7/21/2021,46.7285,-91.8736,BRICO,0,1,Lake,152,none,19.6,none,NA,none,24.2,none,0.177,none,27.4,none,1.5,none,NA,none,0.055,none,0.122,none,0.069,none,0.135,none,34.8,none,0.243,none,NA,none,NA,none,0.8,none
Amnicon 2b,7/21/2021,46.7285,-91.8736,BRICO,0,2,Lake,156,none,16.9,none,NA,none,NA,none,NA,none,27.9,none,1.25,none,NA,none,NA,none,NA,none,0.057,none,NA,none,NA,none,0.278,none,NA,none,NA,none,NA,none
Brule 3a,7/21/2021,46.7494,-91.6119,BRICO,0,1,Lake,138,none,26.8,none,NA,none,24.2,none,0.232,none,28.3,none,2.11,none,NA,none,0.07,none,0.116,none,0.157,none,0.18,none,35.8,none,0.287,none,NA,none,NA,none,4.7,none
Brule 3a,7/21/2021,46.7494,-91.6119,BRICO,0,2,Lake,141,none,23.8,none,NA,none,NA,none,NA,none,28.1,none,1.73,none,NA,none,NA,none,NA,none,0.133,none,NA,none,NA,none,0.305,none,NA,none,NA,none,NA,none
Brule 3b,7/21/2021,46.7683,-91.6202,BRICO,0,1,Lake,157,none,17.2,none,NA,none,25.6,none,0.132,none,27.4,none,1.14,none,NA,none,0.051,none,0.172,none,0.043,none,0.152,none,32.1,none,0.215,none,NA,none,NA,none,1.15,none
Brule 3b,7/21/2021,46.7683,-91.6202,BRICO,0,2,Lake,153,none,18.6,none,NA,none,NA,none,NA,none,28.2,none,1.27,none,NA,none,NA,none,NA,none,0.053,none,NA,none,NA,none,0.105,none,NA,none,NA,none,NA,none
Brule 3c,7/21/2021,46.7808,-91.6279,BRICO,0,1,Lake,131,none,13.7,none,NA,none,25.8,none,0.137,none,27.8,none,0.992,none,NA,none,0.077,none,0.082,none,0.023,none,0.443,none,35.6,none,0.093,none,NA,none,NA,none,0,none
Brule 3c,7/21/2021,46.7808,-91.6279,BRICO,0,2,Lake,134,none,11.2,none,NA,none,NA,none,NA,none,28.6,none,0.907,none,NA,none,NA,none,NA,none,0.023,none,NA,none,NA,none,0.081,none,NA,none,NA,none,NA,none
Flag 4a,7/21/2021,46.7938,-91.3867,BRICO,0,1,Lake,139,none,15.3,none,NA,none,23.4,none,0.254,none,28.8,none,1.2,none,NA,none,0.071,none,0.104,none,0.058,none,0.139,none,33.9,none,0.088,none,NA,none,NA,none,1,none
Flag 4a,7/21/2021,46.7938,-91.3867,BRICO,0,2,Lake,138,none,20.3,none,NA,none,NA,none,NA,none,27.5,none,1.2,none,NA,none,NA,none,NA,none,0.05,none,NA,none,NA,none,0.0995,none,NA,none,NA,none,NA,none
Flag 4b,7/21/2021,46.8128,-91.3913,BRICO,0,1,Lake,135,none,14.5,none,NA,none,24,none,0.31,none,29.2,none,1.14,none,NA,none,0.055,none,0.106,none,0.034,none,0.17,none,34.7,none,0.142,none,NA,none,NA,none,0.7,none
Flag 4b,7/21/2021,46.8128,-91.3913,BRICO,0,2,Lake,138,none,13.7,none,NA,none,NA,none,NA,none,28.6,none,1.09,none,NA,none,NA,none,NA,none,0.032,none,NA,none,NA,none,0.15,none,NA,none,NA,none,NA,none
Flag 4c,7/21/2021,46.8248,-91.3956,BRICO,0,1,Lake,137,none,14.5,none,NA,none,24.8,none,0.166,none,28.3,none,1.22,none,NA,none,0.084,none,0.103,none,0.047,none,0.097,none,32.8,none,0.152,none,NA,none,NA,none,1.4,none
Flag 4c,7/21/2021,46.8248,-91.3956,BRICO,0,2,Lake,135,none,17.9,none,NA,none,NA,none,NA,none,27.5,none,1.26,none,NA,none,NA,none,NA,none,0.053,none,NA,none,NA,none,0.16,none,NA,none,NA,none,NA,none
LLO4,7/21/2021,46.8983,-91.145,BRICO,0,1,Lake,150,none,9.91,none,NA,none,25.6,none,0.257,none,28.1,none,0.933,none,NA,none,0.068,none,0.108,none,0.026,none,0.18,none,34.8,none,0.175,none,NA,none,NA,none,1.4,none
LLO4,7/21/2021,46.8983,-91.145,BRICO,0,2,Lake,144,none,9.48,none,NA,none,NA,none,NA,none,27.3,none,0.885,none,NA,none,NA,none,NA,none,0.027,none,NA,none,NA,none,0.181,none,NA,none,NA,none,NA,none
Mawikwe Bay 5c,7/21/2021,46.9098,-91.0769,BRICO,0,1,Lake,139,none,10.8,none,NA,none,24.4,none,0.161,none,28.4,none,0.916,none,NA,none,0.063,none,0.104,none,0.03,none,0.159,none,35.8,none,0.0935,none,NA,none,NA,none,1.4,none
Mawikwe Bay 5c,7/21/2021,46.9098,-91.0769,BRICO,0,2,Lake,137,none,10.7,none,NA,none,NA,none,NA,none,28.3,none,0.977,none,NA,none,NA,none,NA,none,0.026,none,NA,none,NA,none,0.12,none,NA,none,NA,none,NA,none
Wisc Entry 1a,7/21/2021,46.7242,-92.0368,BRICO,0,1,Lake,170,none,24.5,none,NA,none,22.5,none,0.168,none,27.4,none,2.14,none,NA,none,0.065,none,0.028,none,0.092,none,0.216,none,31.4,none,1.15,none,NA,none,NA,none,1.5,none
Wisc Entry 1a,7/21/2021,46.7242,-92.0368,BRICO,0,2,Lake,159,none,25.6,none,NA,none,NA,none,NA,none,26.9,none,2.44,none,NA,none,NA,none,NA,none,0.094,none,NA,none,NA,none,1.17,none,NA,none,NA,none,NA,none
Wisc Entry 1b,7/21/2021,46.7369,-92.0169,BRICO,0,1,Lake,159,none,21.9,none,NA,none,23.5,none,0.173,none,27.9,none,1.64,none,NA,none,0.056,none,0.151,none,0.066,none,0.153,none,34.1,none,0.541,none,NA,none,NA,none,1.1,none
Wisc Entry 1b,7/21/2021,46.7369,-92.0169,BRICO,0,2,Lake,176,none,19.8,none,NA,none,NA,none,NA,none,28.1,none,1.56,none,NA,none,NA,none,NA,none,0.056,none,NA,none,NA,none,0.456,none,NA,none,NA,none,NA,none
Bark Bay,7/21/2021,46.8508,-91.1747,NPS,0,1,Lake,153,none,17.3,none,NA,none,25,none,0.128,none,28,none,1.3,none,NA,none,0.061,none,0.069,none,0.039,none,0.15,none,35.2,none,0.259,none,NA,none,NA,none,1.4,none
Bark Bay,7/21/2021,46.8508,-91.1747,NPS,0,2,Lake,162,none,18.1,none,NA,none,NA,none,NA,none,28.6,none,1.53,none,NA,none,NA,none,NA,none,0.032,none,NA,none,NA,none,0.251,none,NA,none,NA,none,NA,none
Mawikwe Bay,7/21/2021,46.8858,-91.0527,NPS,0,1,Lake,148,none,11,none,NA,none,24.4,none,0.244,none,28.6,none,0.817,none,NA,none,0.071,none,0.073,none,0.03,none,0.193,none,35.5,none,0.134,none,NA,none,NA,none,1.4,none
Mawikwe Bay,7/21/2021,46.8858,-91.0527,NPS,0,2,Lake,147,none,11.7,none,NA,none,NA,none,NA,none,27.5,none,0.806,none,NA,none,NA,none,NA,none,0.022,none,NA,none,NA,none,0.13,none,NA,none,NA,none,NA,none
Sea Caves,7/21/2021,46.9028,-91.0355,NPS,0,1,Lake,143,none,13.3,none,NA,none,23.7,none,0.167,none,27.6,none,1,none,NA,none,0.062,none,0.111,none,0.027,none,0.083,none,34.3,none,0.153,none,NA,none,NA,none,1.4,none
Sea Caves,7/21/2021,46.9028,-91.0355,NPS,0,2,Lake,155,none,13.3,none,NA,none,NA,none,NA,none,28.1,none,0.981,none,NA,none,NA,none,NA,none,0.03,none,NA,none,NA,none,0.187,none,NA,none,NA,none,NA,none
Siskiwit Bay,7/21/2021,46.8605,-91.1104,NPS,0,1,Lake,156,none,11.2,none,NA,none,22,none,0.268,none,28.3,none,0.872,none,NA,none,0.059,none,0.066,none,0.017,none,0.173,none,35.4,none,0.143,none,NA,none,NA,none,1.4,none
Siskiwit Bay,7/21/2021,46.8605,-91.1104,NPS,0,2,Lake,151,none,13.1,none,NA,none,NA,none,NA,none,27.8,none,1.28,none,NA,none,NA,none,NA,none,0.026,none,NA,none,NA,none,0.135,none,NA,none,NA,none,NA,none
Amnicon 2a,8/9/2021,46.6957,-91.8586,BRICO,0,1,Lake,118,none,15,none,NA,none,24.1,none,0.232,none,25.6,none,1.12,none,NA,none,0.067,none,0.07,none,0.068,none,0.167,none,30.9,none,0.963,none,NA,none,NA,none,1.1,none
Amnicon 2a,8/9/2021,46.6957,-91.8586,BRICO,0,2,Lake,136,none,14.4,none,NA,none,NA,none,NA,none,27.4,none,1.18,none,NA,none,NA,none,NA,none,0.059,none,NA,none,NA,none,0.978,none,NA,none,NA,none,NA,none
Amnicon 2b,8/9/2021,46.7285,-91.8736,BRICO,0,1,Lake,123,none,14.5,none,NA,none,25.4,none,0.23,none,26.4,none,1.03,none,NA,none,0.057,none,0.08,none,0.038,none,0.137,none,32.6,none,0.828,none,NA,none,NA,none,0.4,none
Amnicon 2b,8/9/2021,46.7285,-91.8736,BRICO,0,2,Lake,145,none,15,none,NA,none,NA,none,NA,none,26.4,none,0.897,none,NA,none,NA,none,NA,none,0.034,none,NA,none,NA,none,0.853,none,NA,none,NA,none,NA,none
Brule 3a,8/9/2021,46.7494,-91.6119,BRICO,0,1,Lake,152,none,22.1,none,NA,none,22.9,none,0.216,none,28.1,none,1.52,none,NA,none,0.072,none,0.124,none,0.17,none,0.208,none,31.2,none,1.8,none,NA,none,NA,none,4,none
Brule 3a,8/9/2021,46.7494,-91.6119,BRICO,0,2,Lake,143,none,22.6,none,NA,none,NA,none,NA,none,29.6,none,1.53,none,NA,none,NA,none,NA,none,0.146,none,NA,none,NA,none,1.76,none,NA,none,NA,none,NA,none
Brule 3b,8/9/2021,46.7683,-91.6202,BRICO,0,1,Lake,130,none,12.2,none,NA,none,24,none,0.243,none,26.6,none,0.986,none,NA,none,0.032,none,0.036,none,0.031,none,0.161,none,33.4,none,0.839,none,NA,none,NA,none,0,none
Brule 3b,8/9/2021,46.7683,-91.6202,BRICO,0,2,Lake,128,none,12.2,none,NA,none,NA,none,NA,none,26.1,none,0.911,none,NA,none,NA,none,NA,none,0.028,none,NA,none,NA,none,0.891,none,NA,none,NA,none,NA,none
Brule 3c,8/9/2021,46.7808,-91.6279,BRICO,0,1,Lake,136,none,12.5,none,NA,none,22.8,none,0.243,none,27.6,none,0.925,none,NA,none,0.066,none,0.16,none,0.025,none,0.171,none,40.8,none,0.824,none,NA,none,NA,none,0.2,none
Brule 3c,8/9/2021,46.7808,-91.6279,BRICO,0,2,Lake,120,none,11.9,none,NA,none,NA,none,NA,none,25.6,none,0.815,none,NA,none,NA,none,NA,none,0.028,none,NA,none,NA,none,0.77,none,NA,none,NA,none,NA,none
Flag 4a,8/9/2021,46.7938,-91.3867,BRICO,0,1,Lake,123,none,17.4,none,NA,none,25.3,none,0.198,none,26.6,none,1.32,none,NA,none,0.039,none,0.039,none,0.07,none,0.142,none,34.6,none,1.17,none,NA,none,NA,none,1.5,none
Flag 4a,8/9/2021,46.7938,-91.3867,BRICO,0,2,Lake,132,none,17.9,none,NA,none,NA,none,NA,none,26.9,none,1.33,none,NA,none,NA,none,NA,none,0.081,none,NA,none,NA,none,1.2,none,NA,none,NA,none,NA,none
Flag 4b,8/9/2021,46.8128,-91.3913,BRICO,0,1,Lake,121,none,18.2,none,NA,none,21.7,none,0.195,none,26.7,none,1.44,none,NA,none,0.05,none,0.103,none,0.11,none,0.154,none,36.8,none,1.22,none,NA,none,NA,none,2.6,none
Flag 4b,8/9/2021,46.8128,-91.3913,BRICO,0,2,Lake,123,none,19.4,none,NA,none,NA,none,NA,none,25.9,none,1.61,none,NA,none,NA,none,NA,none,0.113,none,NA,none,NA,none,1.23,none,NA,none,NA,none,NA,none
Flag 4c,8/9/2021,46.8248,-91.3956,BRICO,0,1,Lake,141,none,19.4,none,NA,none,21.5,none,0.203,none,27.6,none,1.5,none,NA,none,0.058,none,0.098,none,0.115,none,0.175,none,32.3,none,1.37,none,NA,none,NA,none,2.4,none
Flag 4c,8/9/2021,46.8248,-91.3956,BRICO,0,2,Lake,143,none,18.9,none,NA,none,NA,none,NA,none,28.6,none,1.4,none,NA,none,NA,none,NA,none,0.123,none,NA,none,NA,none,1.37,none,NA,none,NA,none,NA,none
LLO4,8/9/2021,46.8983,-91.145,BRICO,0,1,Lake,121,none,10.6,none,NA,none,26.5,none,0.232,none,27.1,none,0.858,none,NA,none,0.043,none,0.051,none,0.034,none,0.131,none,34.5,none,0.553,none,NA,none,NA,none,0.2,none
LLO4,8/9/2021,46.8983,-91.145,BRICO,0,2,Lake,126,none,10.2,none,NA,none,NA,none,NA,none,26.6,none,0.862,none,NA,none,NA,none,NA,none,0.034,none,NA,none,NA,none,0.561,none,NA,none,NA,none,NA,none
Mawikwe Bay 5c,8/9/2021,46.9098,-91.0769,BRICO,0,1,Lake,120,none,12.7,none,NA,none,25.2,none,0.237,none,27.1,none,0.859,none,NA,none,0.043,none,0.074,none,0.035,none,0.112,none,35.5,none,0.579,none,NA,none,NA,none,0.35,none
Mawikwe Bay 5c,8/9/2021,46.9098,-91.0769,BRICO,0,2,Lake,127,none,12,none,NA,none,NA,none,NA,none,27.8,none,0.843,none,NA,none,NA,none,NA,none,0.036,none,NA,none,NA,none,0.576,none,NA,none,NA,none,NA,none
Wisc Entry 1a,8/9/2021,46.7242,-92.0368,BRICO,0,1,Lake,119,none,15.3,none,NA,none,24.3,none,0.192,none,26.1,none,1.11,none,NA,none,0.056,none,0.027,none,0.065,none,0.08,none,35.5,none,1,none,NA,none,NA,none,0.8,none
Wisc Entry 1a,8/9/2021,46.7242,-92.0368,BRICO,0,2,Lake,119,none,15.5,none,NA,none,NA,none,NA,none,26.1,none,0.134,none,NA,none,NA,none,NA,none,0.062,none,NA,none,NA,none,1.02,none,NA,none,NA,none,NA,none
Wisc Entry 1b,8/9/2021,46.7369,-92.0169,BRICO,0,1,Lake,NA,none,NA,none,NA,none,21.4,none,0.326,none,NA,none,NA,none,NA,none,0.056,none,0.18,none,NA,none,0.154,none,33.9,none,1.1,none,NA,none,NA,none,0.7,none
Wisc Entry 1b,8/9/2021,46.7369,-92.0169,BRICO,0,2,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,1.06,none,NA,none,NA,none,NA,none
Bark Bay,8/9/2021,46.8508,-91.1747,NPS,0,1,Lake,123,none,14.6,none,NA,none,24.3,none,0.184,none,26.1,none,0.967,none,NA,none,0.04,none,0.077,none,0.045,none,0.139,none,37.4,none,0.786,none,NA,none,NA,none,0.7,none
Bark Bay,8/9/2021,46.8508,-91.1747,NPS,0,2,Lake,117,none,14.9,none,NA,none,NA,none,NA,none,26.1,none,1.14,none,NA,none,NA,none,NA,none,0.041,none,NA,none,NA,none,0.745,none,NA,none,NA,none,NA,none
Mawikwe Bay,8/9/2021,46.8858,-91.0527,NPS,0,1,Lake,117,none,13.1,none,NA,none,25.8,none,0.175,none,26.6,none,0.992,none,NA,none,0.044,none,0.046,none,0.05,none,0.141,none,35,none,0.657,none,NA,none,NA,none,0.3,none
Mawikwe Bay,8/9/2021,46.8858,-91.0527,NPS,0,2,Lake,148,none,13.4,none,NA,none,NA,none,NA,none,31.8,none,1.04,none,NA,none,NA,none,NA,none,0.049,none,NA,none,NA,none,0.637,none,NA,none,NA,none,NA,none
Sea Caves,8/9/2021,46.9028,-91.0355,NPS,0,1,Lake,115,none,14.3,none,NA,none,21.7,none,0.175,none,26.6,none,1.11,none,NA,none,0.054,none,0.087,none,0.066,none,0.166,none,37,none,0.745,none,NA,none,NA,none,0.7,none
Sea Caves,8/9/2021,46.9028,-91.0355,NPS,0,2,Lake,116,none,14.2,none,NA,none,NA,none,NA,none,26.6,none,1.12,none,NA,none,NA,none,NA,none,0.071,none,NA,none,NA,none,0.767,none,NA,none,NA,none,NA,none
Siskiwit Bay,8/9/2021,46.8605,-91.1104,NPS,0,1,Lake,122,none,13.4,none,NA,none,25.4,none,0.171,none,26.2,none,0.885,none,NA,none,0.033,none,0.062,none,0.035,none,0.139,none,34.3,none,0.732,none,NA,none,NA,none,0.1,none
Siskiwit Bay,8/9/2021,46.8605,-91.1104,NPS,0,2,Lake,115,none,14.5,none,NA,none,NA,none,NA,none,26.4,none,1.08,none,NA,none,NA,none,NA,none,0.033,none,NA,none,NA,none,0.757,none,NA,none,NA,none,NA,none
10a,8/10/2021,46.5897,-90.9424,BRICO,0,1,Lake,177,none,28.8,none,NA,none,8.81,none,0.469,none,11,none,3.27,none,NA,none,0.161,none,0.287,none,0.297,none,0.442,none,81.1,none,0.978,none,NA,none,NA,none,NA,none
10a,8/10/2021,46.5897,-90.9424,BRICO,0,2,Lake,143,none,28.5,none,NA,none,NA,none,NA,none,11.9,none,3.28,none,NA,none,NA,none,NA,none,0.312,none,NA,none,NA,none,1.11,none,NA,none,NA,none,NA,none
11a,8/10/2021,46.638,-90.6525,BRICO,0,1,Lake,368,none,36.8,none,NA,none,0.937,none,0.728,none,12.9,none,3.8,none,NA,none,0.354,none,0.393,none,0.432,none,0.907,none,199,none,4.71,none,NA,none,NA,none,NA,none
11a,8/10/2021,46.638,-90.6525,BRICO,0,2,Lake,372,none,40.7,none,NA,none,NA,none,NA,none,13.1,none,4.73,none,NA,none,NA,none,NA,none,0.461,none,NA,none,NA,none,4.01,none,NA,none,NA,none,NA,none
11b,8/10/2021,46.6502,-90.6328,BRICO,0,1,Lake,136,none,12.2,none,NA,none,26.1,none,0.262,none,27.3,none,0.658,none,NA,none,0.078,none,0.07,none,0.031,none,0.108,none,33,none,0.341,none,NA,none,NA,none,NA,none
11b,8/10/2021,46.6502,-90.6328,BRICO,0,2,Lake,142,none,13.4,none,NA,none,NA,none,NA,none,27.3,none,0.75,none,NA,none,NA,none,NA,none,0.022,none,NA,none,NA,none,0.341,none,NA,none,NA,none,NA,none
11c,8/10/2021,46.6619,-90.6125,BRICO,0,1,Lake,155,none,12.7,none,NA,none,24.7,none,0.24,none,27.7,none,0.767,none,NA,none,0.103,none,0.081,none,0.02,none,0.169,none,32.7,none,0.55,none,NA,none,NA,none,NA,none
11c,8/10/2021,46.6619,-90.6125,BRICO,0,2,Lake,128,none,13.1,none,NA,none,NA,none,NA,none,27.3,none,0.779,none,NA,none,NA,none,NA,none,0.02,none,NA,none,NA,none,0.511,none,NA,none,NA,none,NA,none
6a,8/10/2021,46.9386,-90.9313,BRICO,0,1,Lake,159,none,35,none,NA,none,20.6,none,0.624,none,26.6,none,3.37,none,NA,none,0.089,none,0.103,none,0.229,none,0.31,none,51.4,none,1.18,none,NA,none,NA,none,NA,none
6a,8/10/2021,46.9386,-90.9313,BRICO,0,2,Lake,143,none,34.5,none,NA,none,NA,none,NA,none,26.9,none,3.3,none,NA,none,NA,none,NA,none,0.203,none,NA,none,NA,none,1.22,none,NA,none,NA,none,NA,none
6b,8/10/2021,46.9486,-90.936,BRICO,0,1,Lake,170,none,13.7,none,NA,none,25.5,none,0.803,none,27.6,none,0.855,none,NA,none,0.036,none,0.039,none,0.05,none,0.298,none,NA,none,0.624,none,NA,none,NA,none,NA,none
6b,8/10/2021,46.9486,-90.936,BRICO,0,2,Lake,215,none,13.5,none,NA,none,25.3,none,NA,none,29.1,none,0.827,none,NA,none,NA,none,NA,none,0.048,none,NA,none,NA,none,0.537,none,NA,none,NA,none,NA,none
7a,8/10/2021,46.9356,-90.8303,BRICO,0,1,Lake,193,none,22.6,none,NA,none,24.8,none,0.57,none,26.6,none,2.07,none,NA,none,0.092,none,0.067,none,0.099,none,0.148,none,37.5,none,0.972,none,NA,none,NA,none,NA,none
7a,8/10/2021,46.9356,-90.8303,BRICO,0,2,Lake,138,none,22,none,NA,none,NA,none,NA,none,26.8,none,1.8,none,NA,none,NA,none,NA,none,0.08,none,NA,none,NA,none,1.02,none,NA,none,NA,none,NA,none
7b,8/10/2021,46.945,-90.8151,BRICO,0,1,Lake,168,none,13.9,none,NA,none,24.7,none,0.64,none,26.6,none,0.759,none,NA,none,0.067,none,0.145,none,0.06,none,0.113,none,33.9,none,0.439,none,NA,none,NA,none,NA,none
7b,8/10/2021,46.945,-90.8151,BRICO,0,2,Lake,175,none,15.1,none,NA,none,NA,none,NA,none,27.3,none,1.26,none,NA,none,NA,none,NA,none,0.03,none,NA,none,NA,none,0.406,none,NA,none,NA,none,NA,none
8a,8/10/2021,46.8832,-90.7713,BRICO,0,1,Lake,186,none,39,none,NA,none,15.1,none,NA,none,22.1,none,3.58,none,NA,none,0.06,none,0.079,none,0.116,none,0.424,none,31.4,none,1.47,none,NA,none,NA,none,NA,none
8a,8/10/2021,46.8832,-90.7713,BRICO,0,2,Lake,156,none,43.6,none,NA,none,NA,none,NA,none,21.8,none,4.2,none,NA,none,NA,none,NA,none,0.317,none,NA,none,NA,none,1.54,none,NA,none,NA,none,NA,none
8b,8/10/2021,46.8747,-90.7537,BRICO,0,1,Lake,163,none,14.6,none,NA,none,23.9,none,0.82,none,26.6,none,1.08,none,NA,none,0.044,none,0.069,none,0.04,none,0.092,none,33.8,none,2.63,none,NA,none,NA,none,NA,none
8b,8/10/2021,46.8747,-90.7537,BRICO,0,2,Lake,129,none,16.3,none,NA,none,NA,none,NA,none,26.3,none,1.12,none,NA,none,NA,none,NA,none,0.034,none,NA,none,NA,none,0.681,none,NA,none,NA,none,NA,none
9a,8/10/2021,46.7341,-90.8763,BRICO,0,1,Lake,129,none,29,none,NA,none,2.27,none,0.472,none,6.78,none,2.2,none,NA,none,0.571,none,0.609,none,0.407,none,1.006,none,190,none,0.743,none,NA,none,NA,none,NA,none
