Site,Date,Latitude,Longitude,Project,Depth,Rep,Type,DOC,DOCFlag,POC,POCFlag,POC2,POC2Flag,NO3,NO3Flag,NH3,NH3Flag,TDN,TDNFlag,PON,PONFlag,PON2,PON2Flag,SRP,SRPFlag,TDP,TDPFlag,PP,PPFlag,TP,TPFlag,SRSi,SiFlag,Chl,ChlFlag,Chl2,Chl2Flag,Phyco,PhycoFlag,TSS,TSSFlag
9a,8/10/2021,46.7341,-90.8763,BRICO,0,2,Lake,201,none,26.6,none,NA,none,NA,none,NA,none,6.57,none,2.24,none,NA,none,NA,none,NA,none,0.394,none,NA,none,NA,none,0.72,none,NA,none,NA,none,NA,none
CB1,8/10/2021,46.5974,-90.9135,BRICO,0,1,Lake,133,none,20.8,none,NA,none,21.9,none,1.44,none,24.2,none,1.98,none,NA,none,0.052,none,0.106,none,0.079,none,0.109,none,33.1,none,2.48,none,NA,none,NA,none,NA,none
CB1,8/10/2021,46.5974,-90.9135,BRICO,0,2,Lake,132,none,19.8,none,NA,none,NA,none,NA,none,25.4,none,1.87,none,NA,none,NA,none,NA,none,0.084,none,NA,none,NA,none,0.884,none,NA,none,NA,none,NA,none
CB10,8/10/2021,46.7214,-90.8439,BRICO,0,1,Lake,173,none,36,none,NA,none,21.8,none,0.471,none,24.5,none,4.27,none,NA,none,0.065,none,0.045,none,0.044,none,0.078,none,33.7,none,0.948,none,NA,none,NA,none,NA,none
CB10,8/10/2021,46.7214,-90.8439,BRICO,0,2,Lake,163,none,25,none,NA,none,21.9,none,NA,none,24.8,none,2.17,none,NA,none,NA,none,NA,none,0.037,none,NA,none,NA,none,0.747,none,NA,none,NA,none,NA,none
CB11,8/10/2021,46.7463,-90.8197,BRICO,0,1,Lake,188,none,18.6,none,NA,none,23.2,none,0.339,none,24.6,none,1.4,none,NA,none,0.059,none,0.093,none,0.056,none,0.119,none,31.9,none,0.347,none,NA,none,NA,none,NA,none
CB11,8/10/2021,46.7463,-90.8197,BRICO,0,2,Lake,163,none,19.1,none,NA,none,NA,none,NA,none,25.7,none,1.6,none,NA,none,NA,none,NA,none,0.054,none,NA,none,NA,none,0.654,none,NA,none,NA,none,NA,none
CB3,8/10/2021,46.6219,-90.9009,BRICO,0,1,Lake,149,none,19.5,none,NA,none,21.1,none,0.94,none,23.9,none,1.63,none,NA,none,0.061,none,0.075,none,0.085,none,0.217,none,37.6,none,1.49,none,NA,none,NA,none,NA,none
CB3,8/10/2021,46.6219,-90.9009,BRICO,0,2,Lake,163,none,19.9,none,NA,none,NA,none,NA,none,22.9,none,1.52,none,NA,none,NA,none,NA,none,0.086,none,NA,none,NA,none,1.54,none,NA,none,NA,none,NA,none
Brule River,8/10/2021,46.7053,-91.6039,NPS,0,1,Watershed,159,none,45.1,none,NA,none,0.203,none,0.196,none,6.43,none,3.09,none,NA,none,0.359,none,0.505,none,0.29,none,0.675,none,194,none,1.23,none,NA,none,NA,none,5,none
Brule River,8/10/2021,46.7053,-91.6039,NPS,0,2,Watershed,151,none,47.9,none,NA,none,NA,none,NA,none,5.21,none,2.78,none,NA,none,NA,none,NA,none,0.274,none,NA,none,NA,none,1.34,none,NA,none,NA,none,NA,none
Flag River,8/10/2021,46.7818,-91.3725,NPS,0,1,Watershed,101,none,48.4,none,NA,none,2.43,none,0.508,none,6.35,none,1.32,none,NA,none,0.41,none,0.601,none,0.255,none,0.674,none,216,none,0.753,none,NA,none,NA,none,12.7,none
Flag River,8/10/2021,46.7818,-91.3725,NPS,0,2,Watershed,86.5,none,48.6,none,NA,none,NA,none,NA,none,6.5,none,1.32,none,NA,none,NA,none,NA,none,0.259,none,NA,none,NA,none,0.788,none,NA,none,NA,none,NA,none
Siskiwit Lake,8/10/2021,46.7962,-91.1226,NPS,0,1,Watershed,945,none,99.5,none,NA,none,0.385,none,0.305,none,26.6,none,6.44,none,NA,none,0.101,none,0.355,none,0.378,none,0.697,none,32,none,6.59,none,NA,none,NA,none,5,none
Siskiwit Lake,8/10/2021,46.7962,-91.1226,NPS,0,2,Watershed,863,none,96.8,none,NA,none,NA,none,NA,none,27.2,none,6.77,none,NA,none,NA,none,NA,none,0.353,none,NA,none,NA,none,6.35,none,NA,none,NA,none,NA,none
Siskiwit Lake Middle,8/10/2021,46.7942,-91.1295,NPS,0,1,Watershed,954,none,88.6,none,NA,none,0.482,none,0.27,none,26,none,5.79,none,NA,none,0.06,none,0.332,none,0.416,none,0.712,none,38,none,8.96,none,NA,none,NA,none,2,none
Siskiwit Lake Middle,8/10/2021,46.7942,-91.1295,NPS,0,2,Watershed,945,none,87.8,none,NA,none,NA,none,NA,none,25.6,none,6.9,none,NA,none,NA,none,NA,none,0.432,none,NA,none,NA,none,8.22,none,NA,none,NA,none,NA,none
Siskiwit Outlet,8/10/2021,46.8597,-91.1047,NPS,0,1,Lake,156,none,20.4,none,NA,none,22.2,none,0.258,none,26.7,none,1.55,none,NA,none,0.095,none,0.076,none,0.13,none,0.205,none,37.1,none,1.4,none,NA,none,NA,none,0.5,none
Siskiwit Outlet,8/10/2021,46.8597,-91.1047,NPS,0,2,Lake,147,none,21.5,none,NA,none,NA,none,NA,none,25.8,none,1.62,none,NA,none,NA,none,NA,none,0.125,none,NA,none,NA,none,1.41,none,NA,none,NA,none,NA,none
Siskiwit River,8/10/2021,46.8547,-91.0916,NPS,0,1,Watershed,167,none,32.4,none,NA,none,0.033,none,0.078,none,6.35,none,1.36,none,NA,none,0.377,none,0.53,none,0.225,none,0.785,none,165,none,2.36,none,NA,none,NA,none,2.3,none
Siskiwit River,8/10/2021,46.8547,-91.0916,NPS,0,2,Watershed,155,none,35.1,none,NA,none,NA,none,NA,none,5.78,none,1.39,none,NA,none,NA,none,NA,none,0.254,none,NA,none,NA,none,2.39,none,NA,none,NA,none,NA,none
10a,8/23/2021,46.5897,-90.9424,BRICO,0,1,Lake,105,none,34.6,none,NA,none,12,none,0.479,none,15.5,none,4.09,none,NA,none,0.192,none,0.272,none,0.387,none,0.333,none,74.1,none,1.29,none,NA,none,NA,none,NA,none
10a,8/23/2021,46.5897,-90.9424,BRICO,0,2,Lake,111,none,32.9,none,NA,none,NA,none,NA,none,23.3,none,3.69,none,NA,none,NA,none,NA,none,0.352,none,NA,none,NA,none,1.25,none,NA,none,NA,none,NA,none
11a,8/23/2021,46.638,-90.6525,BRICO,0,1,Lake,301,none,41.2,none,NA,none,1.82,none,0.401,none,13.6,none,3.98,none,NA,none,0.235,none,0.329,none,0.446,none,0.583,none,171,none,2.79,none,NA,none,NA,none,NA,none
11a,8/23/2021,46.638,-90.6525,BRICO,0,2,Lake,277,none,42.7,none,NA,none,NA,none,NA,none,11.9,none,4.07,none,NA,none,NA,none,NA,none,0.475,none,NA,none,NA,none,2.63,none,NA,none,NA,none,NA,none
11b,8/23/2021,46.6502,-90.6328,BRICO,0,1,Lake,111,none,16,none,NA,none,22.6,none,0.191,none,32.8,none,1.02,none,NA,none,0.059,none,0.095,none,0.034,none,0.107,none,37.8,none,0.604,none,NA,none,NA,none,NA,none
11b,8/23/2021,46.6502,-90.6328,BRICO,0,2,Lake,113,none,15.3,none,NA,none,NA,none,NA,none,26.3,none,1.1,none,NA,none,NA,none,NA,none,0.035,none,NA,none,NA,none,0.605,none,NA,none,NA,none,NA,none
11c,8/23/2021,46.6619,-90.6125,BRICO,0,1,Lake,110,none,15.6,none,NA,none,23.2,none,0.285,none,32.7,none,1.19,none,NA,none,0.068,none,0.126,none,0.031,none,0.063,none,38.7,none,0.637,none,NA,none,NA,none,NA,none
11c,8/23/2021,46.6619,-90.6125,BRICO,0,2,Lake,115,none,15.8,none,NA,none,NA,none,NA,none,27.8,none,1.08,none,NA,none,NA,none,NA,none,0.028,none,NA,none,NA,none,0.614,none,NA,none,NA,none,NA,none
6a,8/23/2021,46.9386,-90.9313,BRICO,0,1,Lake,116,none,29,none,NA,none,22.1,none,0.326,none,33.8,none,2.34,none,NA,none,0.069,none,0.088,none,0.073,none,0.061,none,34.6,none,0.881,none,NA,none,NA,none,NA,none
6a,8/23/2021,46.9386,-90.9313,BRICO,0,2,Lake,112,none,28.9,none,NA,none,NA,none,NA,none,26,none,2.39,none,NA,none,NA,none,NA,none,0.068,none,NA,none,NA,none,0.813,none,NA,none,NA,none,NA,none
6b,8/23/2021,46.9486,-90.936,BRICO,0,1,Lake,113,none,21.6,none,NA,none,25.5,none,0.209,none,26.1,none,1.8,none,NA,none,0.061,none,0.069,none,0.051,none,0.134,none,38,none,0.635,none,NA,none,NA,none,NA,none
6b,8/23/2021,46.9486,-90.936,BRICO,0,2,Lake,110,none,17.3,none,NA,none,NA,none,NA,none,27.3,none,1.19,none,NA,none,NA,none,NA,none,0.033,none,NA,none,NA,none,0.582,none,NA,none,NA,none,NA,none
7a,8/23/2021,46.9356,-90.8303,BRICO,0,1,Lake,111,none,27.5,none,NA,none,21.8,none,0.286,none,26.8,none,2.36,none,NA,none,0.051,none,0.074,none,0.095,none,0.185,none,39.7,none,1,none,NA,none,NA,none,NA,none
7a,8/23/2021,46.9356,-90.8303,BRICO,0,2,Lake,110,none,30.3,none,NA,none,NA,none,NA,none,25.6,none,2.38,none,NA,none,NA,none,NA,none,0.102,none,NA,none,NA,none,0.881,none,NA,none,NA,none,NA,none
7b,8/23/2021,46.945,-90.8151,BRICO,0,1,Lake,112,none,19.9,none,NA,none,23,none,0.266,none,26.3,none,1.23,none,NA,none,0.053,none,0.129,none,0.032,none,0.097,none,33.1,none,0.653,none,NA,none,NA,none,NA,none
7b,8/23/2021,46.945,-90.8151,BRICO,0,2,Lake,111,none,18.7,none,NA,none,NA,none,NA,none,26.1,none,0.777,none,NA,none,NA,none,NA,none,0.025,none,NA,none,NA,none,0.597,none,NA,none,NA,none,NA,none
8a,8/23/2021,46.8832,-90.7713,BRICO,0,1,Lake,130,none,22.8,none,NA,none,16.9,none,0.676,none,25.3,none,2.07,none,NA,none,0.14,none,0.141,none,0.211,none,0.318,none,35.5,none,0.6,none,NA,none,NA,none,NA,none
8a,8/23/2021,46.8832,-90.7713,BRICO,0,2,Lake,135,none,25.2,none,NA,none,NA,none,NA,none,24.1,none,2.15,none,NA,none,NA,none,NA,none,0.196,none,NA,none,NA,none,0.695,none,NA,none,NA,none,NA,none
8b,8/23/2021,46.8747,-90.7537,BRICO,0,1,Lake,117,none,15.5,none,NA,none,22.4,none,0.184,none,27.3,none,1.02,none,NA,none,0.05,none,0.161,none,0.034,none,0.124,none,37.7,none,0.752,none,NA,none,NA,none,NA,none
8b,8/23/2021,46.8747,-90.7537,BRICO,0,2,Lake,114,none,15.5,none,NA,none,NA,none,NA,none,26.9,none,1.11,none,NA,none,NA,none,NA,none,0.042,none,NA,none,NA,none,0.762,none,NA,none,NA,none,NA,none
9a,8/23/2021,46.7341,-90.8763,BRICO,0,1,Lake,112,none,30.9,none,NA,none,19.4,none,0.528,none,23,none,2.93,none,NA,none,0.336,none,0.652,none,0.197,none,0.239,none,53.3,none,0.873,none,NA,none,NA,none,NA,none
9a,8/23/2021,46.7341,-90.8763,BRICO,0,2,Lake,99.4,none,26.5,none,NA,none,NA,none,NA,none,8.78,none,2.56,none,NA,none,NA,none,NA,none,0.205,none,NA,none,NA,none,0.67,none,NA,none,NA,none,NA,none
CB1,8/23/2021,46.5974,-90.9135,BRICO,0,1,Lake,91.1,none,29.8,none,NA,none,21.4,none,0.301,none,22.4,none,2.14,none,NA,none,0.062,none,0.153,none,0.139,none,0.233,none,43.4,none,1.72,none,NA,none,NA,none,NA,none
CB1,8/23/2021,46.5974,-90.9135,BRICO,0,2,Lake,114,none,26.2,none,NA,none,NA,none,NA,none,24.7,none,2.2,none,NA,none,NA,none,NA,none,0.169,none,NA,none,NA,none,1.08,none,NA,none,NA,none,NA,none
CB10,8/23/2021,46.7214,-90.8439,BRICO,0,1,Lake,110,none,17.9,none,NA,none,20.9,none,0.14,none,25.8,none,1.54,none,NA,none,0.072,none,0.171,none,0.042,none,0.086,none,35.2,none,0.631,none,NA,none,NA,none,NA,none
CB10,8/23/2021,46.7214,-90.8439,BRICO,0,2,Lake,118,none,18.2,none,NA,none,NA,none,NA,none,33.6,none,1.45,none,NA,none,NA,none,NA,none,0.042,none,NA,none,NA,none,0.683,none,NA,none,NA,none,NA,none
CB11,8/23/2021,46.7463,-90.8197,BRICO,0,1,Lake,117,none,18.8,none,NA,none,23.3,none,0.177,none,25.6,none,1.66,none,NA,none,0.082,none,0.078,none,0.042,none,0.126,none,33.6,none,0.658,none,NA,none,NA,none,NA,none
CB11,8/23/2021,46.7463,-90.8197,BRICO,0,2,Lake,114,none,16.5,none,NA,none,NA,none,NA,none,25.1,none,1.47,none,NA,none,NA,none,NA,none,0.055,none,NA,none,NA,none,0.562,none,NA,none,NA,none,NA,none
CB3,8/23/2021,46.6219,-90.9009,BRICO,0,1,Lake,110,none,24.6,none,NA,none,21,none,0.189,none,24.1,none,2.2,none,NA,none,0.069,none,0.144,none,0.145,none,0.194,none,34.6,none,1.43,none,NA,none,NA,none,NA,none
CB3,8/23/2021,46.6219,-90.9009,BRICO,0,2,Lake,110,none,25.6,none,NA,none,NA,none,NA,none,24.7,none,2.67,none,NA,none,NA,none,NA,none,0.118,none,NA,none,NA,none,1.38,none,NA,none,NA,none,NA,none
Brule River,8/23/2021,46.7053,-91.6039,NPS,0,1,Watershed,129,none,48.2,none,NA,none,NA,bdl,0.156,none,5.28,none,2.77,none,NA,none,0.232,none,0.444,none,0.331,none,0.737,none,189,none,1.23,none,NA,none,NA,none,5.6,none
Brule River,8/23/2021,46.7053,-91.6039,NPS,0,2,Watershed,134,none,40.5,none,NA,none,NA,none,NA,none,4.78,none,1.99,none,NA,none,NA,none,NA,none,0.296,none,NA,none,NA,none,1.23,none,NA,none,NA,none,NA,none
Flag River,8/23/2021,46.7818,-91.3725,NPS,0,1,Watershed,74.4,none,36.4,none,NA,none,1.56,none,0.272,none,4.93,none,4.02,none,NA,none,0.231,none,0.363,none,0.274,none,0.696,none,213,none,0.705,none,NA,none,NA,none,3.7,none
Flag River,8/23/2021,46.7818,-91.3725,NPS,0,2,Watershed,85.4,none,38.1,none,NA,none,NA,none,NA,none,4.85,none,1.31,none,NA,none,NA,none,NA,none,0.269,none,NA,none,NA,none,0.813,none,NA,none,NA,none,NA,none
Siskiwit Lake,8/23/2021,46.7962,-91.1226,NPS,0,1,Watershed,925,none,142,none,NA,none,NA,bdl,0.367,none,25.6,none,11.4,none,NA,none,0.095,none,0.265,none,0.531,none,1.119,none,35,none,4.42,none,NA,none,NA,none,11,none
Siskiwit Lake,8/23/2021,46.7962,-91.1226,NPS,0,2,Watershed,947,none,142,none,NA,none,NA,none,NA,none,24.9,none,11.6,none,NA,none,NA,none,NA,none,0.567,none,NA,none,NA,none,4.35,none,NA,none,NA,none,NA,none
Siskiwit Lake Middle,8/23/2021,46.7942,-91.1295,NPS,0,1,Watershed,948,none,80.6,none,NA,none,0.076,none,0.362,none,27,none,5.78,none,NA,none,0.108,none,0.274,none,0.387,none,0.637,none,33.5,none,5.23,none,NA,none,NA,none,2.3,none
Siskiwit Lake Middle,8/23/2021,46.7942,-91.1295,NPS,0,2,Watershed,925,none,83.2,none,NA,none,NA,none,NA,none,25.8,none,6.11,none,NA,none,NA,none,NA,none,0.404,none,NA,none,NA,none,5.38,none,NA,none,NA,none,NA,none
Siskiwit Outlet,8/23/2021,46.8597,-91.1047,NPS,0,1,Lake,129,none,29.5,none,NA,none,22.9,none,0.353,none,26,none,1.6,none,NA,none,0.084,none,0.175,none,0.138,none,0.263,none,35.4,none,1.42,none,NA,none,NA,none,0.7,none
Siskiwit Outlet,8/23/2021,46.8597,-91.1047,NPS,0,2,Lake,131,none,33.4,none,NA,none,NA,none,NA,none,25.8,none,1.65,none,NA,none,NA,none,NA,none,0.134,none,NA,none,NA,none,1.43,none,NA,none,NA,none,NA,none
Siskiwit River,8/23/2021,46.8547,-91.0916,NPS,0,1,Watershed,136,none,27,none,NA,none,0.091,none,0.121,none,5.5,none,1.33,none,NA,none,0.342,none,0.504,none,0.231,none,0.805,none,171,none,1.72,none,NA,none,NA,none,2.3,none
Siskiwit River,8/23/2021,46.8547,-91.0916,NPS,0,2,Watershed,134,none,28.9,none,NA,none,NA,none,NA,none,5.43,none,1.36,none,NA,none,NA,none,NA,none,0.252,none,NA,none,NA,none,1.78,none,NA,none,NA,none,NA,none
Flag 4a,8/24/2021,46.7938,-91.3867,BRICO,0,1,Lake,124,none,20.1,none,NA,none,23.7,none,0.187,none,26.7,none,1.23,none,NA,none,0.057,none,0.078,none,0.044,none,0.121,none,31.8,none,0.923,none,NA,none,NA,none,0.1,none
Flag 4a,8/24/2021,46.7938,-91.3867,BRICO,0,2,Lake,126,none,21.3,none,NA,none,NA,none,NA,none,27.4,none,1.38,none,NA,none,NA,none,NA,none,0.046,none,NA,none,NA,none,0.667,none,NA,none,NA,none,NA,none
Flag 4b,8/24/2021,46.8128,-91.3913,BRICO,0,1,Lake,121,none,18,none,NA,none,24.4,none,0.192,none,28.5,none,1.11,none,NA,none,0.056,none,0.077,none,0.037,none,0.143,none,31.8,none,0.642,none,NA,none,NA,none,0.3,none
Flag 4b,8/24/2021,46.8128,-91.3913,BRICO,0,2,Lake,125,none,17.8,none,NA,none,NA,none,NA,none,27.9,none,1.06,none,NA,none,NA,none,NA,none,0.04,none,NA,none,NA,none,0.742,none,NA,none,NA,none,NA,none
Flag 4c,8/24/2021,46.8248,-91.3956,BRICO,0,1,Lake,124,none,18.9,none,NA,none,25.1,none,0.247,none,27.2,none,1.18,none,NA,none,0.097,none,0.079,none,0.031,none,0.106,none,31.6,none,0.772,none,NA,none,NA,none,0.4,none
Flag 4c,8/24/2021,46.8248,-91.3956,BRICO,0,2,Lake,134,none,18,none,NA,none,NA,none,NA,none,27.5,none,1.13,none,NA,none,NA,none,NA,none,0.034,none,NA,none,NA,none,0.813,none,NA,none,NA,none,NA,none
LLO4,8/24/2021,46.8983,-91.145,BRICO,0,1,Lake,126,none,18.3,none,NA,none,25.3,none,0.245,none,27.5,none,1.28,none,NA,none,0.063,none,0.058,none,0.063,none,0.124,none,29.4,none,0.858,none,NA,none,NA,none,0.4,none
LLO4,8/24/2021,46.8983,-91.145,BRICO,0,2,Lake,134,none,22.1,none,NA,none,NA,none,NA,none,27.6,none,1.36,none,NA,none,NA,none,NA,none,0.061,none,NA,none,NA,none,0.873,none,NA,none,NA,none,NA,none
Mawikwe Bay 5c,8/24/2021,46.9098,-91.0769,BRICO,0,1,Lake,125,none,21.5,none,NA,none,23.9,none,0.186,none,27.2,none,1.14,none,NA,none,0.062,none,0.106,none,0.043,none,0.142,none,32.8,none,0.808,none,NA,none,NA,none,0.2,none
Mawikwe Bay 5c,8/24/2021,46.9098,-91.0769,BRICO,0,2,Lake,124,none,16.7,none,NA,none,NA,none,NA,none,27.2,none,1.14,none,NA,none,NA,none,NA,none,0.051,none,NA,none,NA,none,0.898,none,NA,none,NA,none,NA,none
Bark Bay,8/24/2021,46.8508,-91.1747,NPS,0,1,Lake,127,none,18.5,none,NA,none,22.9,none,0.255,none,29.3,none,1.39,none,NA,none,0.054,none,0.11,none,0.043,none,0.167,none,31.3,none,1.01,none,NA,none,NA,none,0,none
Bark Bay,8/24/2021,46.8508,-91.1747,NPS,0,2,Lake,131,none,18.5,none,NA,none,NA,none,NA,none,27,none,1.33,none,NA,none,NA,none,NA,none,0.046,none,NA,none,NA,none,1,none,NA,none,NA,none,NA,none
Mawikwe Bay,8/24/2021,46.8858,-91.0527,NPS,0,1,Lake,124,none,29.9,none,NA,none,23.2,none,0.243,none,27.1,none,2.22,none,NA,none,0.061,none,0.09,none,0.07,none,0.095,none,29.5,none,0.787,none,NA,none,NA,none,0.2,none
Mawikwe Bay,8/24/2021,46.8858,-91.0527,NPS,0,2,Lake,125,none,29,none,NA,none,NA,none,NA,none,27.4,none,2.13,none,NA,none,NA,none,NA,none,0.088,none,NA,none,NA,none,0.834,none,NA,none,NA,none,NA,none
Sea Caves,8/24/2021,46.9028,-91.0355,NPS,0,1,Lake,127,none,29.8,none,NA,none,25,none,0.21,none,28.1,none,2.44,none,NA,none,0.077,none,0.067,none,0.06,none,0.101,none,32.9,none,0.838,none,NA,none,NA,none,0.5,none
Sea Caves,8/24/2021,46.9028,-91.0355,NPS,0,2,Lake,122,none,29.1,none,NA,none,NA,none,NA,none,27.5,none,2.32,none,NA,none,NA,none,NA,none,0.05,none,NA,none,NA,none,0.767,none,NA,none,NA,none,NA,none
Siskiwit Bay,8/24/2021,46.8605,-91.1104,NPS,0,1,Lake,124,none,18.1,none,NA,none,24.5,none,0.144,none,26.9,none,1.28,none,NA,none,0.075,none,0.077,none,0.04,none,0.104,none,33.5,none,1,none,NA,none,NA,none,0.2,none
Siskiwit Bay,8/24/2021,46.8605,-91.1104,NPS,0,2,Lake,121,none,18.8,none,NA,none,NA,none,NA,none,26.3,none,1.4,none,NA,none,NA,none,NA,none,0.062,none,NA,none,NA,none,0.933,none,NA,none,NA,none,NA,none
Amnicon 2a,8/25/2021,46.6957,-91.8586,BRICO,0,1,Lake,150,none,25.1,none,NA,none,24.5,none,0.151,none,27.6,none,1.84,none,NA,none,0.047,none,0.096,none,0.101,none,0.119,none,34.3,none,1.66,none,NA,none,NA,none,1,none
Amnicon 2a,8/25/2021,46.6957,-91.8586,BRICO,0,2,Lake,142,none,23.8,none,NA,none,NA,none,NA,none,27.9,none,1.82,none,NA,none,NA,none,NA,none,0.083,none,NA,none,NA,none,1.53,none,NA,none,NA,none,NA,none
Amnicon 2b,8/25/2021,46.7285,-91.8736,BRICO,0,1,Lake,131,none,19.6,none,NA,none,24.1,none,0.131,none,28.3,none,1.34,none,NA,none,0.048,none,0.125,none,0.073,none,0.052,none,34.6,none,0.978,none,NA,none,NA,none,0.5,none
Amnicon 2b,8/25/2021,46.7285,-91.8736,BRICO,0,2,Lake,130,none,26.9,none,NA,none,NA,none,NA,none,27.7,none,2.07,none,NA,none,NA,none,NA,none,0.136,none,NA,none,NA,none,0.933,none,NA,none,NA,none,NA,none
Brule 3a,8/25/2021,46.7494,-91.6119,BRICO,0,1,Lake,120,none,34.1,none,NA,none,22.2,none,0.148,none,24.8,none,2.23,none,NA,none,0.056,none,0.1,none,0.229,none,0.236,none,60.8,none,1.44,none,NA,none,NA,none,4,none
Brule 3a,8/25/2021,46.7494,-91.6119,BRICO,0,2,Lake,120,none,34.3,none,NA,none,NA,none,NA,none,25.6,none,2.27,none,NA,none,NA,none,NA,none,0.252,none,NA,none,NA,none,1.52,none,NA,none,NA,none,NA,none
Brule 3b,8/25/2021,46.7683,-91.6202,BRICO,0,1,Lake,124,none,24.3,none,NA,none,24,none,0.168,none,27.1,none,1.38,none,NA,none,0.256,none,0.076,none,0.065,none,0.108,none,32.9,none,1.01,none,NA,none,NA,none,0.4,none
Brule 3b,8/25/2021,46.7683,-91.6202,BRICO,0,2,Lake,126,none,20.3,none,NA,none,NA,none,NA,none,26.8,none,1.26,none,NA,none,NA,none,NA,none,0.055,none,NA,none,NA,none,0.986,none,NA,none,NA,none,NA,none
Brule 3c,8/25/2021,46.7808,-91.6279,BRICO,0,1,Lake,123,none,20.9,none,NA,none,23.3,none,0.161,none,27.5,none,1.29,none,NA,none,0.057,none,0.077,none,0.068,none,0.071,none,33,none,0.798,none,NA,none,NA,none,0,none
Brule 3c,8/25/2021,46.7808,-91.6279,BRICO,0,2,Lake,125,none,21.5,none,NA,none,NA,none,NA,none,28,none,1.39,none,NA,none,NA,none,NA,none,0.078,none,NA,none,NA,none,0.691,none,NA,none,NA,none,NA,none
Wisc Entry 1a,8/25/2021,46.7242,-92.0368,BRICO,0,1,Lake,136,none,33,none,NA,none,23.3,none,0.415,none,27.1,none,2.21,none,NA,none,0.063,none,0.157,none,0.081,none,0.101,none,31.7,none,0.393,none,NA,none,NA,none,1.15,none
Wisc Entry 1a,8/25/2021,46.7242,-92.0368,BRICO,0,2,Lake,138,none,31.6,none,NA,none,NA,none,NA,none,27.6,none,2.07,none,NA,none,NA,none,NA,none,0.118,none,NA,none,NA,none,0.307,none,NA,none,NA,none,NA,none
Wisc Entry 1b,8/25/2021,46.7369,-92.0169,BRICO,0,1,Lake,130,none,29,none,NA,none,23.9,none,0.295,none,27.6,none,1.37,none,NA,none,0.046,none,0.063,none,0.114,none,0.118,none,34.6,none,1.2,none,NA,none,NA,none,0.2,none
Wisc Entry 1b,8/25/2021,46.7369,-92.0169,BRICO,0,2,Lake,136,none,26.8,none,NA,none,NA,none,NA,none,27.3,none,1.44,none,NA,none,NA,none,NA,none,0.098,none,NA,none,NA,none,1.21,none,NA,none,NA,none,NA,none
Brule River,9/7/2021,46.7053,-91.6039,NPS,0,1,Watershed,169,none,50.5,none,NA,none,0.232,none,0.131,none,6.35,none,3.67,none,NA,none,0.227,none,0.295,none,0.261,none,0.616,none,190,none,1.81,none,NA,none,NA,none,3.7,none
Brule River,9/7/2021,46.7053,-91.6039,NPS,0,2,Watershed,162,none,51.8,none,NA,none,NA,none,NA,none,6.21,none,3.9,none,NA,none,NA,none,NA,none,0.275,none,NA,none,NA,none,1.73,none,NA,none,NA,none,NA,none
Flag River,9/7/2021,46.7818,-91.3725,NPS,0,1,Watershed,120,none,44.3,none,NA,none,2.04,none,1.16,none,7.35,none,2.29,none,NA,none,0.258,none,0.339,none,0.308,none,0.663,none,197,none,0.828,none,NA,none,NA,none,3,none
Flag River,9/7/2021,46.7818,-91.3725,NPS,0,2,Watershed,107,none,48.5,none,NA,none,NA,none,NA,none,6.64,none,2.49,none,NA,none,NA,none,NA,none,0.297,none,NA,none,NA,none,0.783,none,NA,none,NA,none,NA,none
Siskiwit Lake,9/7/2021,46.7962,-91.1226,NPS,0,1,Watershed,869,none,183,none,NA,none,NA,bdl,0.65,none,25.6,none,12.4,none,NA,none,0.087,none,0.273,none,0.768,none,0.877,none,41.4,none,6.79,none,NA,none,NA,none,3,none
Siskiwit Lake,9/7/2021,46.7962,-91.1226,NPS,0,2,Watershed,864,none,176,none,NA,none,NA,none,NA,none,25.1,none,12.5,none,NA,none,NA,none,NA,none,0.582,none,NA,none,NA,none,6.96,none,NA,none,NA,none,NA,none
Siskiwit Lake Middle,9/7/2021,46.7942,-91.1295,NPS,0,1,Watershed,856,none,89.5,none,NA,none,0.282,none,0.271,none,24.8,none,7.3,none,NA,none,0.092,none,0.242,none,0.386,none,0.691,none,26.2,none,4.91,none,NA,none,NA,none,1.3,none
Siskiwit Lake Middle,9/7/2021,46.7942,-91.1295,NPS,0,2,Watershed,880,none,84.8,none,NA,none,NA,none,NA,none,25,none,7.93,none,NA,none,NA,none,NA,none,0.409,none,NA,none,NA,none,4.89,none,NA,none,NA,none,NA,none
Siskiwit Outlet,9/7/2021,46.8597,-91.1047,NPS,0,1,Lake,134,none,32.7,none,NA,none,22.8,none,1.2,none,26.1,none,2.66,none,NA,none,0.043,none,0.083,none,0.174,none,0.271,none,38.6,none,1.42,none,NA,none,NA,none,4.35,none
Siskiwit Outlet,9/7/2021,46.8597,-91.1047,NPS,0,2,Lake,129,none,30.4,none,NA,none,NA,none,NA,none,26.5,none,2.51,none,NA,none,NA,none,NA,none,0.161,none,NA,none,NA,none,1.63,none,NA,none,NA,none,NA,none
Siskiwit River,9/7/2021,46.8547,-91.0916,NPS,0,1,Watershed,151,none,29.2,none,NA,none,0.61,none,1.08,none,8.28,none,1.99,none,NA,none,0.424,none,0.426,none,0.278,none,0.876,none,160,none,1.45,none,NA,none,NA,none,3.2,none
Siskiwit River,9/7/2021,46.8547,-91.0916,NPS,0,2,Watershed,154,none,30.8,none,NA,none,NA,none,NA,none,9,none,2.09,none,NA,none,NA,none,NA,none,0.277,none,NA,none,NA,none,1.47,none,NA,none,NA,none,NA,none
