Station Code,DateTimeStamp,Monitoring Program,Rep,F_Record,PO4F,F_PO4F,NH4F,F_NH4F,NO2F,F_NO2F,NO3F,F_NO3F,NO23F,F_NO23F,DIN,F_DIN,CHLA_N,F_CHLA_N,TSS,F_TSS
lksbanut,10/30/2018 04:00,2,1,,,<-2> [GDM],,<-2> [GDM],,<-2> [GDM],,<-2> [GCM],,<-2> [GDM],,<-2> [GCM],1.9,0,2,0
lksbanut,10/30/2018 06:00,2,1,,,<-2> [GDM],,<-2> [GDM],,<-2> [GDM],,<-2> [GCM],,<-2> [GDM],,<-2> [GCM],2.2,0,1,<-4> [SBL]
lksbanut,10/30/2018 08:00,2,1,,,<-2> [GDM],,<-2> [GDM],,<-2> [GDM],,<-2> [GCM],,<-2> [GDM],,<-2> [GCM],2.2,0,2,0
lksblnut,10/30/2018 09:00,1,1,,,<-2> [GDM],,<-2> [GDM],,<-2> [GDM],,<-2> [GCM],,<-2> [GDM],,<-2> [GCM],0.9,0,8,0
lksblnut,10/30/2018 09:03,1,2,,,<-2> [GDM],,<-2> [GDM],,<-2> [GDM],,<-2> [GCM],,<-2> [GDM],,<-2> [GCM],8.3,0,4,0
lksponut,10/30/2018 10:45,1,1,,,<-2> [GDM],,<-2> [GDM],,<-2> [GDM],,<-2> [GCM],,<-2> [GDM],,<-2> [GCM],0.6,0,36,0
lksponut,10/30/2018 10:48,1,2,,,<-2> [GDM],,<-2> [GDM],,<-2> [GDM],,<-2> [GCM],,<-2> [GDM],,<-2> [GCM],0.6,0,20,0
lksolnut,10/30/2018 11:45,1,1,,,<-2> [GDM],,<-2> [GDM],,<-2> [GDM],,<-2> [GCM],,<-2> [GDM],,<-2> [GCM],0.5,0,7,0
lksolnut,10/30/2018 11:48,1,2,,,<-2> [GDM],,<-2> [GDM],,<-2> [GDM],,<-2> [GCM],,<-2> [GDM],,<-2> [GCM],0.6,0,4,0
lksbanut,10/30/2018 12:55,1,1,,,<-2> [GDM],,<-2> [GDM],,<-2> [GDM],,<-2> [GCM],,<-2> [GDM],,<-2> [GCM],1.9,0,3,0
lksbanut,10/30/2018 12:57,1,2,,,<-2> [GDM],,<-2> [GDM],,<-2> [GDM],,<-2> [GCM],,<-2> [GDM],,<-2> [GCM],2.0,0,3,0
